horizontal_concentration	nitroxoline_concentration	norm_fitness	horizontal_drug	replicate
0.2609	0.225	0.690949227373068	Azithromycin	2
0.1979	0.225	0.802796173657101	Azithromycin	2
0.1349	0.225	0.827814569536424	Azithromycin	2
0.0718	0.225	0.942604856512141	Azithromycin	2
0	0.225	0.930831493745401	Azithromycin	2
0.45	0.33	0.69168506254599	Azithromycin	2
0.387	0.33	0.725533480500368	Azithromycin	2
0.3239	0.33	0.699043414275202	Azithromycin	2
0.2609	0.33	0.707137601177336	Azithromycin	2
0.1979	0.33	0.853568800588668	Azithromycin	2
0.1349	0.33	0.908020603384842	Azithromycin	2
0.0718	0.33	0.944812362030905	Azithromycin	2
0	0.33	0.961736571008094	Azithromycin	2
0.45	0.435	0.673289183222958	Azithromycin	2
0.387	0.435	0.649742457689478	Azithromycin	2
0.3239	0.435	0.729212656364974	Azithromycin	2
0.2609	0.435	0.930831493745401	Azithromycin	2
0.1979	0.435	0.654893303899926	Azithromycin	2
0.1349	0.435	1	Azithromycin	2
0.0718	0.435	1	Azithromycin	2
0	0.435	1	Azithromycin	2
0.45	0.54	0.65710080941869	Azithromycin	2
0.387	0.54	0.621044885945548	Azithromycin	2
0.3239	0.54	0.613686534216336	Azithromycin	2
0.2609	0.54	0.913171449595291	Azithromycin	2
0.1979	0.54	0.88962472406181	Azithromycin	2
0.1349	0.54	1	Azithromycin	2
0.0718	0.54	0.971302428256071	Azithromycin	2
0	0.54	1	Azithromycin	2
0.45	0.645	0.153053715967623	Azithromycin	2
0.387	0.645	0.219278881530537	Azithromycin	2
0.3239	0.645	0.288447387785136	Azithromycin	2
0.2609	0.645	0.469462840323767	Azithromycin	2
0.1979	0.645	0.553348050036792	Azithromycin	2
0.1349	0.645	0.668138337012509	Azithromycin	2
0.0718	0.645	0.852097130242826	Azithromycin	2
0	0.645	1	Azithromycin	2
0.45	0.75	0.13392200147167	Azithromycin	2
0.387	0.75	0.144223693892568	Azithromycin	2
0.3239	0.75	0.18027961736571	Azithromycin	2
0.2609	0.75	0.351729212656365	Azithromycin	2
0.1979	0.75	0.462840323767476	Azithromycin	2
0.1349	0.75	0.555555555555556	Azithromycin	2
0.0718	0.75	0.548197203826343	Azithromycin	2
0	0.75	0.611479028697572	Azithromycin	2
7	0	0.0646282140375261	Piperacillin	1
3.0784	0	0.861014593467686	Piperacillin	1
6.0196	0	0.11049339819319	Piperacillin	1
2.098	0	0.910354412786657	Piperacillin	1
5.0392	0	0.264072272411397	Piperacillin	1
1.1176	0	0.920778318276581	Piperacillin	1
4.0588	0	0.681723419041001	Piperacillin	1
0	0	1	Piperacillin	1
7	0.12	0	Piperacillin	1
3.0784	0.12	0.610145934676859	Piperacillin	1
6.0196	0.12	0.212647671994441	Piperacillin	1
2.098	0.12	0.847116052814454	Piperacillin	1
5.0392	0.12	0.150799166087561	Piperacillin	1
1.1176	0.12	0.751911049339819	Piperacillin	1
4.0588	0.12	0.31410701876303	Piperacillin	1
0	0.12	0.886726893676164	Piperacillin	1
7	0.225	0.00208478109798468	Piperacillin	1
3.0784	0.225	0.615705350938151	Piperacillin	1
6.0196	0.225	0.111883252258513	Piperacillin	1
2.098	0.225	0.904100069492703	Piperacillin	1
5.0392	0.225	0.413481584433634	Piperacillin	1
1.1176	0.225	0.835302293259208	Piperacillin	1
4.0588	0.225	0.697011813759555	Piperacillin	1
0	0.225	0.953439888811675	Piperacillin	1
7	0.33	0.201528839471855	Piperacillin	1
3.0784	0.33	0.8408617095205	Piperacillin	1
6.0196	0.33	0.28769979152189	Piperacillin	1
2.098	0.33	0.907574704656011	Piperacillin	1
5.0392	0.33	0.363446838082001	Piperacillin	1
1.1176	0.33	0.862404447533009	Piperacillin	1
4.0588	0.33	0.820013898540653	Piperacillin	1
0	0.33	0.929812369701181	Piperacillin	1
7	0.435	0.136205698401668	Piperacillin	1
3.0784	0.435	0.765114662960389	Piperacillin	1
6.0196	0.435	0.126476719944406	Piperacillin	1
2.098	0.435	0.824878387769284	Piperacillin	1
5.0392	0.435	0.286309937456567	Piperacillin	1
1.1176	0.435	0.861709520500347	Piperacillin	1
4.0588	0.435	0.560806115357887	Piperacillin	1
0	0.435	0.876997915218902	Piperacillin	1
7	0.54	0.0674079221681723	Piperacillin	1
3.0784	0.54	0.528839471855455	Piperacillin	1
6.0196	0.54	0.0826963168867269	Piperacillin	1
2.098	0.54	0.755385684503127	Piperacillin	1
5.0392	0.54	0.0958999305072967	Piperacillin	1
1.1176	0.54	0.678943710910354	Piperacillin	1
4.0588	0.54	0.351633078526755	Piperacillin	1
0	0.54	0.74357192494788	Piperacillin	1
7	0.645	0.0611535788742182	Piperacillin	1
3.0784	0.645	0.29186935371786	Piperacillin	1
6.0196	0.645	0.0555941626129257	Piperacillin	1
2.098	0.645	0.603196664350243	Piperacillin	1
5.0392	0.645	0.0528144544822794	Piperacillin	1
1.1176	0.645	0.63724808895066	Piperacillin	1
4.0588	0.645	0.0722724113968033	Piperacillin	1
0	0.645	0.638637943015983	Piperacillin	1
7	0.75	0.0451702571230019	Piperacillin	1
3.0784	0.75	0.0952050034746352	Piperacillin	1
6.0196	0.75	0.0458651841556636	Piperacillin	1
2.098	0.75	0.515635858234885	Piperacillin	1
5.0392	0.75	0.0604586518415567	Piperacillin	1
1.1176	0.75	0.540653231410702	Piperacillin	1
4.0588	0.75	0.0576789437109104	Piperacillin	1
0	0.75	0.583043780403058	Piperacillin	1
7	0	0	Piperacillin	2
3.0784	0	0.670197740112994	Piperacillin	2
6.0196	0	0.188559322033898	Piperacillin	2
2.098	0	0.981638418079096	Piperacillin	2
5.0392	0	0.358757062146893	Piperacillin	2
1.1176	0	1	Piperacillin	2
4.0588	0	0.536016949152542	Piperacillin	2
0	0	1	Piperacillin	2
7	0.12	0.0579096045197741	Piperacillin	2
3.0784	0.12	0.491525423728814	Piperacillin	2
6.0196	0.12	0.166666666666667	Piperacillin	2
2.098	0.12	0.939265536723164	Piperacillin	2
5.0392	0.12	0.673728813559322	Piperacillin	2
1.1176	0.12	1	Piperacillin	2
4.0588	0.12	0.810028248587571	Piperacillin	2
0	0.12	0.987994350282486	Piperacillin	2
7	0.225	0.0628531073446327	Piperacillin	2
3.0784	0.225	0.646186440677966	Piperacillin	2
6.0196	0.225	0.269774011299435	Piperacillin	2
2.098	0.225	0.850988700564972	Piperacillin	2
5.0392	0.225	0.444209039548023	Piperacillin	2
1.1176	0.225	0.494350282485876	Piperacillin	2
4.0588	0.225	0.396186440677966	Piperacillin	2
0	0.225	0.884887005649717	Piperacillin	2
7	0.33	0.146892655367232	Piperacillin	2
3.0784	0.33	0.797316384180791	Piperacillin	2
6.0196	0.33	0.365819209039548	Piperacillin	2
2.098	0.33	0.896186440677966	Piperacillin	2
5.0392	0.33	0.503531073446328	Piperacillin	2
1.1176	0.33	0.63771186440678	Piperacillin	2
4.0588	0.33	0.473870056497175	Piperacillin	2
0	0.33	0.94138418079096	Piperacillin	2
7	0.435	0.0896892655367232	Piperacillin	2
3.0784	0.435	0.70409604519774	Piperacillin	2
6.0196	0.435	0.239406779661017	Piperacillin	2
2.098	0.435	0.842514124293785	Piperacillin	2
5.0392	0.435	0.404661016949153	Piperacillin	2
1.1176	0.435	0.768361581920904	Piperacillin	2
4.0588	0.435	0.569915254237288	Piperacillin	2
0	0.435	0.842514124293785	Piperacillin	2
7	0.54	0.0946327683615819	Piperacillin	2
3.0784	0.54	0.54590395480226	Piperacillin	2
6.0196	0.54	0.0416666666666666	Piperacillin	2
2.098	0.54	0.687146892655367	Piperacillin	2
5.0392	0.54	0.0769774011299435	Piperacillin	2
1.1176	0.54	0.719632768361582	Piperacillin	2
4.0588	0.54	0.247175141242938	Piperacillin	2
0	0.54	0.751412429378531	Piperacillin	2
7	0.645	0.04590395480226	Piperacillin	2
3.0784	0.645	0.247881355932203	Piperacillin	2
6.0196	0.645	0.0451977401129943	Piperacillin	2
2.098	0.645	0.536016949152542	Piperacillin	2
5.0392	0.645	0.0360169491525425	Piperacillin	2
1.1176	0.645	0.584745762711864	Piperacillin	2
4.0588	0.645	0.0310734463276838	Piperacillin	2
0	0.645	0.655367231638418	Piperacillin	2
7	0.75	0.0317796610169492	Piperacillin	2
3.0784	0.75	0.141949152542373	Piperacillin	2
6.0196	0.75	0.0515536723163842	Piperacillin	2
2.098	0.75	0.509180790960452	Piperacillin	2
5.0392	0.75	0.059322033898305	Piperacillin	2
1.1176	0.75	0.511299435028249	Piperacillin	2
4.0588	0.75	0.0656779661016949	Piperacillin	2
0	0.75	0.608050847457627	Piperacillin	2
0.1008	0.225	0.254314259763851	Trimethoprim	1
0.0616	0.225	0.68755676657584	Trimethoprim	1
0.0812	0.225	0.506811989100817	Trimethoprim	1
0.042	0.225	1	Trimethoprim	1
0.1008	0.225	0.265304268846503	Trimethoprim	1
0.0224	0.225	0.891008174386921	Trimethoprim	1
0.0812	0.225	0.471662125340599	Trimethoprim	1
0	0.225	1	Trimethoprim	1
0.1008	0.225	0.0769230769230769	Trimethoprim	2
0.0616	0.225	0.569045412418906	Trimethoprim	2
0.0812	0.225	0.112140871177016	Trimethoprim	2
0.042	0.225	0.681186283595922	Trimethoprim	2
0.1008	0.225	0.171455050973123	Trimethoprim	2
0.0224	0.225	1	Trimethoprim	2
0.0812	0.225	0.43466172381835	Trimethoprim	2
0	0.225	1	Trimethoprim	2
0.75	0	0.961117781107251	Clioquinol	1
0.65	0	0.941458553766421	Clioquinol	1
0.375	0	0.961554652825936	Clioquinol	1
0.325	0	0.944516655797217	Clioquinol	1
0.1875	0	1	Clioquinol	1
0.1625	0	1	Clioquinol	1
0.0938	0	0.929663017361923	Clioquinol	1
0	0	0.923546813300331	Clioquinol	1
0.008	0	0.207077194656744	Ertapenem	1
0.002	0	0.78418473503978	Ertapenem	1
0.007	0	0.305373331360895	Ertapenem	1
0.0018	0	0.70642156911383	Ertapenem	1
0.004	0	0.622105327407603	Ertapenem	1
0.001	0	0.791611554257427	Ertapenem	1
0.0035	0	0.653996962871616	Ertapenem	1
0	0	1	Ertapenem	1
0.1	0	1	Minocycline	1
0.086	0	1	Minocycline	1
0.05	0	1	Minocycline	1
0.043	0	1	Minocycline	1
0.025	0	1	Minocycline	1
0.0215	0	1	Minocycline	1
0.0125	0	1	Minocycline	1
0	0	1	Minocycline	1
0.75	0.136	1	Clioquinol	1
0.65	0.136	1	Clioquinol	1
0.375	0.136	1	Clioquinol	1
0.325	0.136	1	Clioquinol	1
0.1875	0.136	1	Clioquinol	1
0.1625	0.136	1	Clioquinol	1
0.0938	0.136	1	Clioquinol	1
0	0.136	1	Clioquinol	1
0.008	0.136	0.319790098077504	Ertapenem	1
0.002	0.136	0.947574757828013	Ertapenem	1
0.007	0.136	0.425513053999301	Ertapenem	1
0.0018	0.136	0.99606751860206	Ertapenem	1
0.004	0.136	0.768894224885801	Ertapenem	1
0.001	0.136	1	Ertapenem	1
0.0035	0.136	0.772826070353967	Ertapenem	1
0	0.136	1	Ertapenem	1
0.1	0.136	1	Minocycline	1
0.086	0.136	1	Minocycline	1
0.05	0.136	1	Minocycline	1
0.043	0.136	1	Minocycline	1
0.025	0.136	1	Minocycline	1
0.0215	0.136	1	Minocycline	1
0.0125	0.136	1	Minocycline	1
0	0.136	1	Minocycline	1
0.75	0.255	0.999999364070226	Clioquinol	1
0.65	0.255	1	Clioquinol	1
0.375	0.255	1	Clioquinol	1
0.325	0.255	1	Clioquinol	1
0.1875	0.255	1	Clioquinol	1
0.1625	0.255	1	Clioquinol	1
0.0938	0.255	1	Clioquinol	1
0	0.255	1	Clioquinol	1
0.008	0.255	0.46046279149411	Ertapenem	1
0.002	0.255	1	Ertapenem	1
0.007	0.255	0.484927607740477	Ertapenem	1
0.0018	0.255	0.876801539401024	Ertapenem	1
0.004	0.255	0.837046213000679	Ertapenem	1
0.001	0.255	1	Ertapenem	1
0.0035	0.255	0.723022694423864	Ertapenem	1
0	0.255	1	Ertapenem	1
0.1	0.255	1	Minocycline	1
0.086	0.255	1	Minocycline	1
0.05	0.255	1	Minocycline	1
0.043	0.255	1	Minocycline	1
0.025	0.255	1	Minocycline	1
0.0215	0.255	1	Minocycline	1
0.0125	0.255	1	Minocycline	1
0	0.255	1	Minocycline	1
0.75	0.374	0.726517668173345	Clioquinol	1
0.65	0.374	0.920488711269535	Clioquinol	1
0.375	0.374	0.867627233308637	Clioquinol	1
0.325	0.374	0.938400451735625	Clioquinol	1
0.1875	0.374	0.825250676596181	Clioquinol	1
0.1625	0.374	0.570995762272311	Clioquinol	1
0.0938	0.374	0.696377945534938	Clioquinol	1
0	0.374	0.619488523046358	Clioquinol	1
0.008	0.374	0.30100904012491	Ertapenem	1
0.002	0.374	0.580606940083383	Ertapenem	1
0.007	0.374	0.366539797927677	Ertapenem	1
0.0018	0.374	0.690698613192032	Ertapenem	1
0.004	0.374	0.665360053508295	Ertapenem	1
0.001	0.374	0.770209265992723	Ertapenem	1
0.0035	0.374	0.660117592884074	Ertapenem	1
0	0.374	0.724774607249471	Ertapenem	1
0.1	0.374	0.980781434398948	Minocycline	1
0.086	0.374	1.08169880141521	Minocycline	1
0.05	0.374	1.0231579911114	Minocycline	1
0.043	0.374	1.00393563548926	Minocycline	1
0.025	0.374	1.05504962657542	Minocycline	1
0.0215	0.374	0.81695453989203	Minocycline	1
0.0125	0.374	0.666670668664351	Minocycline	1
0	0.374	0.775014854898259	Minocycline	1
0.75	0.493	0.51681924320449	Clioquinol	1
0.65	0.493	0.553953339292725	Clioquinol	1
0.375	0.493	0.584971231319368	Clioquinol	1
0.325	0.493	0.604193586941513	Clioquinol	1
0.1875	0.493	0.566185747415908	Clioquinol	1
0.1625	0.493	0.429449325418334	Clioquinol	1
0.0938	0.493	0.410226969796189	Clioquinol	1
0	0.493	0.484058290253973	Clioquinol	1
0.008	0.493	0.150725168897231	Ertapenem	1
0.002	0.493	0.345133083712107	Ertapenem	1
0.007	0.493	0.231983308572662	Ertapenem	1
0.0018	0.493	0.485368905410028	Ertapenem	1
0.004	0.493	0.4539141416647	Ertapenem	1
0.001	0.493	0.608129858360545	Ertapenem	1
0.0035	0.493	0.524250488373003	Ertapenem	1
0	0.493	0.592402476487881	Ertapenem	1
0.1	0.493	0.70074666272179	Minocycline	1
0.086	0.493	0.863262942072652	Minocycline	1
0.05	0.493	0.709920968814177	Minocycline	1
0.043	0.493	0.804722131768847	Minocycline	1
0.025	0.493	0.689824869754662	Minocycline	1
0.0215	0.493	0.72302712037473	Minocycline	1
0.0125	0.493	0.403673894015912	Minocycline	1
0	0.493	0.529492948997225	Minocycline	1
0.75	0.612	0.524682934140822	Clioquinol	1
0.65	0.612	0.422891823687191	Clioquinol	1
0.375	0.612	0.425949925717986	Clioquinol	1
0.325	0.612	0.508955552268158	Clioquinol	1
0.1875	0.612	0.473132071335979	Clioquinol	1
0.1625	0.612	0.441681733541517	Clioquinol	1
0.0938	0.612	0.492795724627675	Clioquinol	1
0	0.612	0.532987922746706	Clioquinol	1
0.008	0.612	0.329405701839443	Ertapenem	1
0.002	0.612	0.407605739484078	Ertapenem	1
0.007	0.612	0.348191185742902	Ertapenem	1
0.0018	0.612	0.422022506200687	Ertapenem	1
0.004	0.612	0.4539141416647	Ertapenem	1
0.001	0.612	0.459156602288921	Ertapenem	1
0.0035	0.612	0.422022506200687	Ertapenem	1
0	0.612	0.472262753849475	Ertapenem	1
0.1	0.612	0.598518680549473	Minocycline	1
0.086	0.612	0.614682934140822	Minocycline	1
0.05	0.612	0.644827082730095	Minocycline	1
0.043	0.612	0.592839348206566	Minocycline	1
0.025	0.612	0.584975657270234	Minocycline	1
0.0215	0.612	0.582354426958124	Minocycline	1
0.0125	0.612	0.579733196646013	Minocycline	1
0	0.612	0.53167730759065	Minocycline	1
0.75	0.731	0.359982296196534	Clioquinol	1
0.65	0.731	0.353429220416257	Clioquinol	1
0.375	0.731	0.298820255580618	Clioquinol	1
0.325	0.731	0.366972243695496	Clioquinol	1
0.1875	0.731	0.388815829629752	Clioquinol	1
0.1625	0.731	0.43425491432387	Clioquinol	1
0.0938	0.731	0.404110765734597	Clioquinol	1
0	0.731	0.37789846261349	Clioquinol	1
0.008	0.731	0.288776632001727	Ertapenem	1
0.002	0.731	0.407605739484078	Ertapenem	1
0.007	0.731	0.346443698868162	Ertapenem	1
0.0018	0.731	0.354307389804494	Ertapenem	1
0.004	0.731	0.408042611202763	Ertapenem	1
0.001	0.731	0.417653789013836	Ertapenem	1
0.0035	0.731	0.4539141416647	Ertapenem	1
0	0.731	0.497164441814526	Ertapenem	1
0.1	0.731	0.553957765243591	Minocycline	1
0.086	0.731	0.483184546816603	Minocycline	1
0.05	0.731	0.513328695405876	Minocycline	1
0.043	0.731	0.543472843995149	Minocycline	1
0.025	0.731	0.505465004469544	Minocycline	1
0.0215	0.731	0.474010240724215	Minocycline	1
0.0125	0.731	0.519008027748782	Minocycline	1
0	0.731	0.455224756820756	Minocycline	1
0.75	0.85	0.325032558701725	Clioquinol	1
0.65	0.85	0.243337547307609	Clioquinol	1
0.375	0.85	0.193534171377506	Clioquinol	1
0.325	0.85	0.307120818235635	Clioquinol	1
0.1875	0.85	0.260812416055013	Clioquinol	1
0.1625	0.85	0.352123031211069	Clioquinol	1
0.0938	0.85	0.354307389804494	Clioquinol	1
0	0.85	0.275670480441174	Clioquinol	1
0.008	0.85	0.315862678560204	Ertapenem	1
0.002	0.85	0.316736421997574	Ertapenem	1
0.007	0.85	0.320231395747055	Ertapenem	1
0.0018	0.85	0.379209077769546	Ertapenem	1
0.004	0.85	0.392752101048784	Ertapenem	1
0.001	0.85	0.363481695896881	Ertapenem	1
0.0035	0.85	0.367850413083733	Ertapenem	1
0	0.85	0.332900675588924	Ertapenem	1
0.1	0.85	0.497601313533211	Minocycline	1
0.086	0.85	0.461340960882347	Minocycline	1
0.05	0.85	0.436439272917296	Minocycline	1
0.043	0.85	0.442992348697572	Minocycline	1
0.025	0.85	0.436439272917296	Minocycline	1
0.0215	0.85	0.425080608231483	Minocycline	1
0.0125	0.85	0.421148762763317	Minocycline	1
0	0.85	0.392752101048784	Minocycline	1
0.75	0	0.973575027067806	Clioquinol	2
0.65	0	0.933506702836469	Clioquinol	2
0.375	0	0.921571457320751	Clioquinol	2
0.325	0	0.89940600136299	Clioquinol	2
0.1875	0	1	Clioquinol	2
0.1625	0	1	Clioquinol	2
0.0938	0	1	Clioquinol	2
0	0	0.975280062141479	Clioquinol	2
0.008	0	0	Ertapenem	2
0.002	0	0.763429454237496	Ertapenem	2
0.007	0	0.186275081798875	Ertapenem	2
0.0018	0	0.756183055174381	Ertapenem	2
0.004	0	0.569907973375506	Ertapenem	2
0.001	0	0.833762151026544	Ertapenem	2
0.0035	0	0.649192104301343	Ertapenem	2
0	0	0.942884395741675	Ertapenem	2
0.1	0	1	Minocycline	2
0.086	0	1	Minocycline	2
0.05	0	1	Minocycline	2
0.043	0	1	Minocycline	2
0.025	0	1	Minocycline	2
0.0215	0	1	Minocycline	2
0.0125	0	1	Minocycline	2
0	0	1	Minocycline	2
0.75	0.136	1	Clioquinol	2
0.65	0.136	1	Clioquinol	2
0.375	0.136	1	Clioquinol	2
0.325	0.136	1	Clioquinol	2
0.1875	0.136	1	Clioquinol	2
0.1625	0.136	1	Clioquinol	2
0.0938	0.136	1	Clioquinol	2
0	0.136	1	Clioquinol	2
0.008	0.136	0.290282221292984	Ertapenem	2
0.002	0.136	1	Ertapenem	2
0.007	0.136	0.422422439502712	Ertapenem	2
0.0018	0.136	0.939048066825909	Ertapenem	2
0.004	0.136	0.729328752764017	Ertapenem	2
0.001	0.136	1	Ertapenem	2
0.0035	0.136	0.695228051290539	Ertapenem	2
0	0.136	1	Ertapenem	2
0.1	0.136	1	Minocycline	2
0.086	0.136	1	Minocycline	2
0.05	0.136	1	Minocycline	2
0.043	0.136	1	Minocycline	2
0.025	0.136	1	Minocycline	2
0.0215	0.136	1	Minocycline	2
0.0125	0.136	1	Minocycline	2
0	0.136	1	Minocycline	2
0.75	0.255	1	Clioquinol	2
0.65	0.255	1	Clioquinol	2
0.375	0.255	1	Clioquinol	2
0.325	0.255	1	Clioquinol	2
0.1875	0.255	1	Clioquinol	2
0.1625	0.255	1	Clioquinol	2
0.0938	0.255	1	Clioquinol	2
0	0.255	1	Clioquinol	2
0.008	0.255	0.388747996797653	Ertapenem	2
0.002	0.255	1	Ertapenem	2
0.007	0.255	0.572465525986017	Ertapenem	2
0.0018	0.255	1	Ertapenem	2
0.004	0.255	0.757888090248055	Ertapenem	2
0.001	0.255	1	Ertapenem	2
0.0035	0.255	0.615943920364702	Ertapenem	2
0	0.255	1	Ertapenem	2
0.1	0.255	1	Minocycline	2
0.086	0.255	1	Minocycline	2
0.05	0.255	1	Minocycline	2
0.043	0.255	1	Minocycline	2
0.025	0.255	1	Minocycline	2
0.0215	0.255	1	Minocycline	2
0.0125	0.255	1	Minocycline	2
0	0.255	1	Minocycline	2
0.75	0.374	0.775364699753213	Clioquinol	2
0.65	0.374	0.895143413678805	Clioquinol	2
0.375	0.374	1	Clioquinol	2
0.325	0.374	0.98636279012036	Clioquinol	2
0.1875	0.374	0.909934746478414	Clioquinol	2
0.1625	0.374	0.905672158794229	Clioquinol	2
0.0938	0.374	0.85793117673136	Clioquinol	2
0	0.374	0.867308869636566	Clioquinol	2
0.008	0.374	0.41474978167118	Ertapenem	2
0.002	0.374	0.797956414479392	Ertapenem	2
0.007	0.374	0.583548253964898	Ertapenem	2
0.0018	0.374	0.820548129205572	Ertapenem	2
0.004	0.374	0.731886305374528	Ertapenem	2
0.001	0.374	0.783463616353164	Ertapenem	2
0.0035	0.374	0.498296500281202	Ertapenem	2
0	0.374	0.763003195469077	Ertapenem	2
0.1	0.374	0.693949274985283	Minocycline	2
0.086	0.374	0.771954629605865	Minocycline	2
0.05	0.374	1	Minocycline	2
0.043	0.374	1	Minocycline	2
0.025	0.374	0.950130794804789	Minocycline	2
0.0215	0.374	0.881503133089414	Minocycline	2
0.0125	0.374	0.931375408994376	Minocycline	2
0	0.374	0.867436593731604	Minocycline	2
0.75	0.493	0.693096757448447	Clioquinol	2
0.65	0.493	0.732738822911365	Clioquinol	2
0.375	0.493	0.790710015416278	Clioquinol	2
0.325	0.493	0.81543302398455	Clioquinol	2
0.1875	0.493	0.707888090248055	Clioquinol	2
0.1625	0.493	0.687853928132387	Clioquinol	2
0.0938	0.493	0.701920467490197	Clioquinol	2
0	0.493	0.677623717690343	Clioquinol	2
0.008	0.493	0.340154497197946	Ertapenem	2
0.002	0.493	0.653880950753946	Ertapenem	2
0.007	0.493	0.448850483144658	Ertapenem	2
0.0018	0.493	0.591647170564849	Ertapenem	2
0.004	0.493	0.569481714607088	Ertapenem	2
0.001	0.493	0.594204723175359	Ertapenem	2
0.0035	0.493	0.443309119155218	Ertapenem	2
0	0.493	0.540496118354631	Ertapenem	2
0.1	0.493	0.547742517417745	Minocycline	2
0.086	0.493	0.73146004660611	Minocycline	2
0.05	0.493	0.78175858127949	Minocycline	2
0.043	0.493	0.737427669363968	Minocycline	2
0.025	0.493	0.774938440984794	Minocycline	2
0.0215	0.493	0.765560748079588	Minocycline	2
0.0125	0.493	0.656864762132876	Minocycline	2
0	0.493	0.685850358385332	Minocycline	2
0.75	0.612	0.634273047406696	Clioquinol	2
0.65	0.612	0.693523016216865	Clioquinol	2
0.375	0.612	0.739132704437642	Clioquinol	2
0.325	0.612	0.654307209522365	Clioquinol	2
0.1875	0.612	0.634571582080077	Clioquinol	2
0.1625	0.612	0.561681332680517	Clioquinol	2
0.0938	0.612	0.602602174448691	Clioquinol	2
0	0.612	0.64480179252212	Clioquinol	2
0.008	0.612	0.330350545524321	Ertapenem	2
0.002	0.612	0.436488978860522	Ertapenem	2
0.007	0.612	0.285593374840381	Ertapenem	2
0.0018	0.612	0.446292930534147	Ertapenem	2
0.004	0.612	0.357631106703104	Ertapenem	2
0.001	0.612	0.460785728660376	Ertapenem	2
0.0035	0.612	0.496591465207528	Ertapenem	2
0	0.612	0.495312688902272	Ertapenem	2
0.1	0.612	0.424553733344805	Minocycline	2
0.086	0.612	0.559677762933463	Minocycline	2
0.05	0.612	0.681587770701148	Minocycline	2
0.043	0.612	0.691391722374773	Minocycline	2
0.025	0.612	0.682014029469566	Minocycline	2
0.0215	0.612	0.600172345933218	Minocycline	2
0.0125	0.612	0.626600389575164	Minocycline	2
0	0.612	0.636404341248789	Minocycline	2
0.75	0.731	0.40622460630281	Clioquinol	2
0.65	0.731	0.687555393459006	Clioquinol	2
0.375	0.731	0.575875596133365	Clioquinol	2
0.325	0.731	0.573744302291272	Clioquinol	2
0.1875	0.731	0.592798222775066	Clioquinol	2
0.1625	0.731	0.522039267217598	Clioquinol	2
0.0938	0.731	0.480692166681006	Clioquinol	2
0	0.731	0.52459681982811	Clioquinol	2
0.008	0.731	0.289855962524566	Ertapenem	2
0.002	0.731	0.418586110586946	Ertapenem	2
0.007	0.731	0.289429703756147	Ertapenem	2
0.0018	0.731	0.398125689702859	Ertapenem	2
0.004	0.731	0.355073554092593	Ertapenem	2
0.001	0.731	0.398125689702859	Ertapenem	2
0.0035	0.731	0.40068324231337	Ertapenem	2
0	0.731	0.322677887692788	Ertapenem	2
0.1	0.731	0.388747996797653	Minocycline	2
0.086	0.731	0.479541114470789	Minocycline	2
0.05	0.731	0.586105806575408	Minocycline	2
0.043	0.731	0.503837864270642	Minocycline	2
0.025	0.731	0.525150802691566	Minocycline	2
0.0215	0.731	0.470163421565582	Minocycline	2
0.0125	0.731	0.491050101218088	Minocycline	2
0	0.731	0.446719189302566	Minocycline	2
0.75	0.85	0.347827155029479	Clioquinol	2
0.65	0.85	0.361041176850452	Clioquinol	2
0.375	0.85	0.421996180734294	Clioquinol	2
0.325	0.85	0.466753351418234	Clioquinol	2
0.1875	0.85	0.376685027186897	Clioquinol	2
0.1625	0.85	0.210870366272109	Clioquinol	2
0.0938	0.85	0.340453031871327	Clioquinol	2
0	0.85	0.342584325713419	Clioquinol	2
0.008	0.85	0.144927981262283	Ertapenem	2
0.002	0.85	0.300938690503446	Ertapenem	2
0.007	0.85	0.20460420884087	Ertapenem	2
0.0018	0.85	0.276215681935174	Ertapenem	2
0.004	0.85	0.281330787156196	Ertapenem	2
0.001	0.85	0.260870366272109	Ertapenem	2
0.0035	0.85	0.266411730261549	Ertapenem	2
0	0.85	0.254476484745832	Ertapenem	2
0.1	0.85	0.296676102819261	Minocycline	2
0.086	0.85	0.294544808977169	Minocycline	2
0.05	0.85	0.259591589966854	Minocycline	2
0.043	0.85	0.306053795724468	Minocycline	2
0.025	0.85	0.277920717008848	Minocycline	2
0.0215	0.85	0.256181519819506	Minocycline	2
0.0125	0.85	0.242967497998533	Minocycline	2
0	0.85	0.257034037356343	Minocycline	2
0.07	0	0.97210863954274	Thiolutin	1
0.15	0	0.571094321143889	Tobramycin	1
0.06	0	0.794226801809398	Thiolutin	1
0.13	0	0.660815423509391	Tobramycin	1
0.035	0	0.867954142448875	Thiolutin	1
0.075	0	0.792666434811737	Tobramycin	1
0.03	0	0.90267230814683	Thiolutin	1
0.065	0	0.830505334505014	Tobramycin	1
0.0175	0	1	Thiolutin	1
0.0375	0	0.95416441906964	Tobramycin	1
0.015	0	1	Thiolutin	1
0.0325	0	1	Tobramycin	1
0.0088	0	0.972888823041571	Thiolutin	1
0.0187	0	0.901892124648	Tobramycin	1
0	0	0.977569924034553	Thiolutin	1
0	0	1	Tobramycin	1
2.5	0	0.923737262615252	CCCP	1
0.625	0	0.989662768266425	CCCP	1
2.15	0	0.972498731292155	CCCP	1
0.5375	0	0.986542034271104	CCCP	1
1.25	0	0.926077813111744	CCCP	1
0.3125	0	0.901892124648	CCCP	1
1.075	0	0.899551574151508	CCCP	1
