horizontal_concentration	nitroxoline_concentration	norm_fitness	horizontal_drug	replicate
0	0	0.899161482402093	CCCP	1
0.45	0	0.134191561798837	Tetracycline	1
0.006	0	0.81607193977665	Mecillinam	1
0.39	0	0.254339820618727	Tetracycline	1
0.005	0	0.880046986680747	Mecillinam	1
0.225	0	0.452896521071076	Tetracycline	1
0.003	0	0.988102401268764	Mecillinam	1
0.195	0	0.582406981876931	Tetracycline	1
0.0025	0	0.984981667273442	Mecillinam	1
0.1125	0	0.696703864455591	Tetracycline	1
0.0015	0	1	Mecillinam	1
0.0975	0	0.79812771930355	Tetracycline	1
0.0013	0	1	Mecillinam	1
0.0562	0	0.902282216397415	Tetracycline	1
8e-04	0	1	Mecillinam	1
0	0	1	Tetracycline	1
0	0	1	Mecillinam	1
1	0	0.950653593324903	8−Hydroxyquinoline	1
0.25	0	1	8−Hydroxyquinoline	1
0.86	0	0.985761850772273	8−Hydroxyquinoline	1
0.215	0	1	8−Hydroxyquinoline	1
0.5	0	0.934269739849463	8−Hydroxyquinoline	1
0.125	0	0.936610290345955	8−Hydroxyquinoline	1
0.43	0	0.901502032898584	8−Hydroxyquinoline	1
0	0	0.940901299589522	8−Hydroxyquinoline	1
0.07	0.136	1	Thiolutin	1
0.15	0.136	0.763409553605595	Tobramycin	1
0.06	0.136	1	Thiolutin	1
0.13	0.136	0.885118179423145	Tobramycin	1
0.035	0.136	1	Thiolutin	1
0.075	0.136	1	Tobramycin	1
0.03	0.136	1	Thiolutin	1
0.065	0.136	1	Tobramycin	1
0.0175	0.136	1	Thiolutin	1
0.0375	0.136	1	Tobramycin	1
0.015	0.136	1	Thiolutin	1
0.0325	0.136	1	Tobramycin	1
0.0088	0.136	1	Thiolutin	1
0.0187	0.136	1	Tobramycin	1
0	0.136	1	Thiolutin	1
0	0.136	1	Tobramycin	1
2.5	0.136	1	CCCP	1
0.625	0.136	1	CCCP	1
2.15	0.136	1	CCCP	1
0.5375	0.136	1	CCCP	1
1.25	0.136	1	CCCP	1
0.3125	0.136	1	CCCP	1
1.075	0.136	1	CCCP	1
0	0.136	1	CCCP	1
0.45	0.136	0.205578351941823	Tetracycline	1
0.006	0.136	1	Mecillinam	1
0.39	0.136	0.369806978445633	Tetracycline	1
0.005	0.136	1	Mecillinam	1
0.225	0.136	0.560561843909678	Tetracycline	1
0.003	0.136	1	Mecillinam	1
0.195	0.136	0.671347900743602	Tetracycline	1
0.0025	0.136	1	Mecillinam	1
0.1125	0.136	0.798517811052965	Tetracycline	1
0.0015	0.136	1	Mecillinam	1
0.0975	0.136	0.880827170179577	Tetracycline	1
0.0013	0.136	1	Mecillinam	1
0.0562	0.136	1	Tetracycline	1
8e-04	0.136	1	Mecillinam	1
0	0.136	1	Tetracycline	1
0	0.136	1	Mecillinam	1
1	0.136	0.9198363451211	8−Hydroxyquinoline	1
0.25	0.136	1	8−Hydroxyquinoline	1
0.86	0.136	0.992393410512332	8−Hydroxyquinoline	1
0.215	0.136	1	8−Hydroxyquinoline	1
0.5	0.136	1	8−Hydroxyquinoline	1
0.125	0.136	1	8−Hydroxyquinoline	1
0.43	0.136	1	8−Hydroxyquinoline	1
0	0.136	1	8−Hydroxyquinoline	1
0.07	0.255	1	Thiolutin	1
0.15	0.255	0.831675609753259	Tobramycin	1
0.06	0.255	1	Thiolutin	1
0.13	0.255	0.983421300275782	Tobramycin	1
0.035	0.255	1	Thiolutin	1
0.075	0.255	1	Tobramycin	1
0.03	0.255	1	Thiolutin	1
0.065	0.255	1	Tobramycin	1
0.0175	0.255	1	Thiolutin	1
0.0375	0.255	1	Tobramycin	1
0.015	0.255	1	Thiolutin	1
0.0325	0.255	1	Tobramycin	1
0.0088	0.255	1	Thiolutin	1
0.0187	0.255	0.950263501575488	Tobramycin	1
0	0.255	1	Thiolutin	1
0	0.255	0.993563685760578	Tobramycin	1
2.5	0.255	0.883557812425484	CCCP	1
0.625	0.255	1	CCCP	1
2.15	0.255	0.94519230883309	CCCP	1
0.5375	0.255	1	CCCP	1
1.25	0.255	1	CCCP	1
0.3125	0.255	1	CCCP	1
1.075	0.255	1	CCCP	1
0	0.255	0.976789740535723	CCCP	1
0.45	0.255	0.151355598773107	Tetracycline	1
0.006	0.255	0.969377997296833	Mecillinam	1
0.39	0.255	0.262921839105861	Tetracycline	1
0.005	0.255	1	Mecillinam	1
0.225	0.255	0.47786239303365	Tetracycline	1
0.003	0.255	1	Mecillinam	1
0.195	0.255	0.580066431380439	Tetracycline	1
0.0025	0.255	1	Mecillinam	1
0.1125	0.255	0.56446276140383	Tetracycline	1
0.0015	0.255	0.934659831598879	Mecillinam	1
0.0975	0.255	0.604642211593598	Tetracycline	1
0.0013	0.255	0.94597249233192	Mecillinam	1
0.0562	0.255	0.705675974692142	Tetracycline	1
8e-04	0.255	0.995514144507654	Mecillinam	1
0	0.255	0.872245151692443	Tetracycline	1
0	0.255	0.956114877816716	Mecillinam	1
1	0.255	0.595670101357048	8−Hydroxyquinoline	1
0.25	0.255	0.935049923348294	8−Hydroxyquinoline	1
0.86	0.255	0.601131385848861	8−Hydroxyquinoline	1
0.215	0.255	0.974449190039231	8−Hydroxyquinoline	1
0.5	0.255	0.811000747034252	8−Hydroxyquinoline	1
0.125	0.255	1	8−Hydroxyquinoline	1
0.43	0.255	0.832065701502674	8−Hydroxyquinoline	1
0	0.255	1	8−Hydroxyquinoline	1
0.07	0.374	0.884226801809398	Thiolutin	1
0.15	0.374	0.756276708001204	Tobramycin	1
0.06	0.374	0.993842583395076	Thiolutin	1
0.13	0.374	0.886177260556474	Tobramycin	1
0.035	0.374	0.981359647413789	Thiolutin	1
0.075	0.374	0.920505334505014	Tobramycin	1
0.03	0.374	0.863551939090391	Thiolutin	1
0.065	0.374	0.789044414952083	Tobramycin	1
0.0175	0.374	0.907242215024896	Thiolutin	1
0.0375	0.374	0.678258358118159	Tobramycin	1
0.015	0.374	0.690741294099446	Thiolutin	1
0.0325	0.374	0.652122210907339	Tobramycin	1
0.0088	0.374	0.765248818237754	Thiolutin	1
0.0187	0.374	0.63729872442956	Tobramycin	1
0	0.374	0.555379457052363	Thiolutin	1
0	0.374	0.602580558731605	Tobramycin	1
2.5	0.374	0.417008080124875	CCCP	1
0.625	0.374	0.557051018164941	CCCP	1
2.15	0.374	0.586307899371083	CCCP	1
0.5375	0.374	0.612053954832488	CCCP	1
1.25	0.374	0.719329185921674	CCCP	1
0.3125	0.374	0.71152735093337	CCCP	1
1.075	0.374	0.739223865141851	CCCP	1
0	0.374	0.6895710188512	CCCP	1
0.45	0.374	0.0940121116090692	Tetracycline	1
0.006	0.374	0.789824598450913	Mecillinam	1
0.39	0.374	0.242246976386855	Tetracycline	1
0.005	0.374	0.90607193977665	Mecillinam	1
0.225	0.374	0.441583860338034	Tetracycline	1
0.003	0.374	0.978629005167882	Mecillinam	1
0.195	0.374	0.501267897998564	Tetracycline	1
0.0025	0.374	0.79333542419565	Mecillinam	1
0.1125	0.374	0.539385695326339	Tetracycline	1
0.0015	0.374	0.659143862396813	Mecillinam	1
0.0975	0.374	0.496085511141249	Tetracycline	1
0.0013	0.374	0.657583495399152	Mecillinam	1
0.0562	0.374	0.578394870267861	Tetracycline	1
8e-04	0.374	0.673187165375761	Mecillinam	1
0	0.374	0.566302026035989	Tetracycline	1
0	0.374	0.612722944216401	Mecillinam	1
1	0.374	0.299590463550893	8−Hydroxyquinoline	1
0.25	0.374	0.501657989747979	8−Hydroxyquinoline	1
0.86	0.374	0.411156703883647	8−Hydroxyquinoline	1
0.215	0.374	0.54729872442956	8−Hydroxyquinoline	1
0.5	0.374	0.596840376605294	8−Hydroxyquinoline	1
0.125	0.374	0.891248453298872	8−Hydroxyquinoline	1
0.43	0.374	0.589038541616989	8−Hydroxyquinoline	1
0	0.374	0.805818360176937	8−Hydroxyquinoline	1
0.07	0.493	0.588537255752657	Thiolutin	1
0.15	0.493	0.652122210907339	Tobramycin	1
0.06	0.493	0.815570653912318	Thiolutin	1
0.13	0.493	0.785533589207346	Tobramycin	1
0.035	0.493	0.813230103415827	Thiolutin	1
0.075	0.493	0.705174688827809	Tobramycin	1
0.03	0.493	0.80152735093337	Thiolutin	1
0.065	0.493	0.74106312977401	Tobramycin	1
0.0175	0.493	0.695422395092429	Thiolutin	1
0.0375	0.493	0.56708220953482	Tobramycin	1
0.015	0.493	0.488283676152944	Thiolutin	1
0.0325	0.493	0.51480991511318	Tobramycin	1
0.0088	0.493	0.400122940785104	Thiolutin	1
0.0187	0.493	0.409095051021654	Tobramycin	1
0	0.493	0.48126202466347	Thiolutin	1
0	0.493	0.447324042464346	Tobramycin	1
2.5	0.493	0.195435966457028	CCCP	1
0.625	0.493	0.385800740171657	CCCP	1
2.15	0.493	0.330797803504111	CCCP	1
0.5375	0.493	0.450946062324	CCCP	1
1.25	0.493	0.514921109228097	CCCP	1
0.3125	0.493	0.612834138331318	CCCP	1
1.075	0.493	0.48527413627254	CCCP	1
0	0.493	0.513639639864934	CCCP	1
0.45	0.493	0.050321835674564	Tetracycline	1
0.006	0.493	0.578004778518446	Mecillinam	1
0.39	0.493	0.206358535440654	Tetracycline	1
0.005	0.493	0.73287120303629	Mecillinam	1
0.225	0.493	0.339769913740661	Tetracycline	1
0.003	0.493	0.63651854093073	Mecillinam	1
0.195	0.493	0.310122940785104	Tetracycline	1
0.0025	0.493	0.657193403649737	Mecillinam	1
0.1125	0.493	0.54172624582283	Tetracycline	1
0.0015	0.493	0.561620925043007	Mecillinam	1
0.0975	0.493	0.530023493340373	Tetracycline	1
0.0013	0.493	0.572933585776048	Mecillinam	1
0.0562	0.493	0.317423489909076	Tetracycline	1
8e-04	0.493	0.355262389602353	Mecillinam	1
0	0.493	0.510908997619028	Tetracycline	1
0	0.493	0.49842606163774	Mecillinam	1
1	0.493	0.19114495721346	8−Hydroxyquinoline	1
0.25	0.493	0.475131750787744	8−Hydroxyquinoline	1
0.86	0.493	0.334698720998263	8−Hydroxyquinoline	1
0.215	0.493	0.491905696012598	8−Hydroxyquinoline	1
0.5	0.493	0.424029731614349	8−Hydroxyquinoline	1
0.125	0.493	0.574493952773709	8−Hydroxyquinoline	1
0.43	0.493	0.449775787075754	8−Hydroxyquinoline	1
0	0.493	0.554989365302948	8−Hydroxyquinoline	1
0.07	0.612	0.545237071567567	Thiolutin	1
0.15	0.612	0.511689181117858	Tobramycin	1
0.06	0.612	0.548357805562889	Thiolutin	1
0.13	0.612	0.62754643069418	Tobramycin	1
0.035	0.612	0.672797073626346	Thiolutin	1
0.075	0.612	0.52378202534973	Tobramycin	1
0.03	0.612	0.572543494026633	Thiolutin	1
0.065	0.612	0.545237071567567	Tobramycin	1
0.0175	0.612	0.554989365302948	Thiolutin	1
0.0375	0.612	0.579955237265522	Tobramycin	1
0.015	0.612	0.56708220953482	Thiolutin	1
0.0325	0.612	0.479701657665809	Tobramycin	1
0.0088	0.612	0.491014318398851	Thiolutin	1
0.0187	0.612	0.537435236579263	Tobramycin	1
0	0.612	0.50739817187429	Thiolutin	1
0	0.612	0.504277437878969	Tobramycin	1
2.5	0.612	0.225863122911415	CCCP	1
0.625	0.612	0.401794501897681	CCCP	1
2.15	0.612	0.327286977759374	CCCP	1
0.5375	0.612	0.367466427949142	CCCP	1
1.25	0.612	0.330407711754695	CCCP	1
0.3125	0.612	0.344841106483059	CCCP	1
1.075	0.612	0.249658719625744	CCCP	1
0	0.612	0.447714134213761	CCCP	1
0.45	0.612	0	Tetracycline	1
0.006	0.612	0.467608813433938	Mecillinam	1
0.39	0.612	0.0858201848713494	Tetracycline	1
0.005	0.612	0.533924410834526	Mecillinam	1
0.225	0.612	0.222742388916093	Tetracycline	1
0.003	0.612	0.467608813433938	Mecillinam	1
0.195	0.612	0.205968443691239	Tetracycline	1
0.0025	0.612	0.501546795633062	Mecillinam	1
0.1125	0.612	0.488283676152944	Tetracycline	1
0.0015	0.612	0.557329915799439	Mecillinam	1
0.0975	0.612	0.512469364616688	Tetracycline	1
0.0013	0.612	0.511299089368443	Mecillinam	1
0.0562	0.612	0.510518905869612	Tetracycline	1
8e-04	0.612	0.542506429321661	Mecillinam	1
0	0.612	0.525732484096806	Tetracycline	1
0	0.612	0.560060558045346	Mecillinam	1
1	0.612	0.25238936187165	8−Hydroxyquinoline	1
0.25	0.612	0.372927712440955	8−Hydroxyquinoline	1
0.86	0.612	0.230154132154983	8−Hydroxyquinoline	1
0.215	0.612	0.374878171188031	8−Hydroxyquinoline	1
0.5	0.612	0.309732849035688	8−Hydroxyquinoline	1
0.125	0.612	0.501546795633062	8−Hydroxyquinoline	1
0.43	0.612	0.27852550908247	8−Hydroxyquinoline	1
0	0.612	0.537045144829848	8−Hydroxyquinoline	1
0.07	0.731	0.420407711754695	Thiolutin	1
0.15	0.731	0.396612115040367	Tobramycin	1
0.06	0.731	0.391540922297969	Thiolutin	1
0.13	0.731	0.491794501897681	Tobramycin	1
0.035	0.731	0.4640979876892	Thiolutin	1
0.075	0.731	0.437961840478381	Tobramycin	1
0.03	0.731	0.372036334827208	Thiolutin	1
0.065	0.731	0.48867376790236	Tobramycin	1
0.0175	0.731	0.416506794260543	Thiolutin	1
0.0375	0.731	0.459806978445633	Tobramycin	1
0.015	0.731	0.510908997619028	Thiolutin	1
0.0325	0.731	0.438351932227796	Tobramycin	1
0.0088	0.731	0.399342757286273	Thiolutin	1
0.0187	0.731	0.38568954605674	Tobramycin	1
0	0.731	0.395441839792121	Thiolutin	1
0	0.731	0.392321105796799	Tobramycin	1
2.5	0.731	0.15603669976609	CCCP	1
0.625	0.731	0.206748627190069	CCCP	1
2.15	0.731	0.158377250262581	CCCP	1
0.5375	0.731	0.207918902438315	CCCP	1
1.25	0.731	0.27852550908247	CCCP	1
0.3125	0.731	0.327286977759374	CCCP	1
1.075	0.731	0.285157068822529	CCCP	1
0	0.731	0.374766977073114	CCCP	1
0.45	0.731	0	Tetracycline	1
0.006	0.731	0.36852550908247	Mecillinam	1
0.39	0.731	0.085040001372519	Tetracycline	1
0.005	0.731	0.449274501211422	Mecillinam	1
0.225	0.731	0.222352297166678	Tetracycline	1
0.003	0.731	0.360723674094166	Mecillinam	1
0.195	0.731	0.145894314281294	Tetracycline	1
0.0025	0.731	0.37593725232136	Mecillinam	1
0.1125	0.731	0.352141655607031	Tetracycline	1
0.0015	0.731	0.442642941471363	Mecillinam	1
0.0975	0.731	0.405194133527502	Tetracycline	1
0.0013	0.731	0.354092114354107	Mecillinam	1
0.0562	0.731	0.379838169815512	Tetracycline	1
8e-04	0.731	0.393491381045045	Mecillinam	1
0	0.731	0.34238936187165	Tetracycline	1
0	0.731	0.387640004803817	Mecillinam	1
1	0.731	0.114296882578661	8−Hydroxyquinoline	1
0.25	0.731	0.262921839105861	8−Hydroxyquinoline	1
0.86	0.731	0.170080002745038	8−Hydroxyquinoline	1
0.215	0.731	0.264092114354107	8−Hydroxyquinoline	1
0.5	0.731	0.195045874707612	8−Hydroxyquinoline	1
0.125	0.731	0.442642941471363	8−Hydroxyquinoline	1
0.43	0.731	0.200507159199426	8−Hydroxyquinoline	1
0	0.731	0.48126202466347	8−Hydroxyquinoline	1
0.07	0.85	0.363844408089488	Thiolutin	1
0.15	0.85	0.318983856906737	Tobramycin	1
0.06	0.85	0.37593725232136	Thiolutin	1
0.13	0.85	0.348630829862294	Tobramycin	1
0.035	0.85	0.353311930855277	Thiolutin	1
0.075	0.85	0.312352297166678	Tobramycin	1
0.03	0.85	0.35058128860937	Thiolutin	1
0.065	0.85	0.285045874707612	Tobramycin	1
0.0175	0.85	0.339658719625744	Thiolutin	1
0.0375	0.85	0.363064224590657	Tobramycin	1
0.015	0.85	0.262420553241529	Thiolutin	1
0.0325	0.85	0.267101654234512	Tobramycin	1
0.0088	0.85	0.285435966457028	Thiolutin	1
0.0187	0.85	0.260080002745038	Tobramycin	1
0	0.85	0.245256516267259	Thiolutin	1
0	0.85	0.287776516953519	Tobramycin	1
2.5	0.85	0.0635849551546816	CCCP	1
0.625	0.85	0.143163672035387	CCCP	1
2.15	0.85	0.115857249576322	CCCP	1
0.5375	0.85	0.208699085937145	CCCP	1
1.25	0.85	0.147454681278955	CCCP	1
0.3125	0.85	0.201287342698256	CCCP	1
1.075	0.85	0.145894314281294	CCCP	1
0	0.85	0.295968443691239	CCCP	1
0.45	0.85	0.0284766977073114	Tetracycline	1
0.006	0.85	0.386859821304986	Mecillinam	1
0.39	0.85	0.0175541287236851	Tetracycline	1
0.005	0.85	0.363844408089488	Mecillinam	1
0.225	0.85	0.157597066763751	Tetracycline	1
0.003	0.85	0.322494682651474	Mecillinam	1
0.195	0.85	0.159547525510827	Tetracycline	1
0.0025	0.85	0.317813581658491	Mecillinam	1
0.1125	0.85	0.329126242391533	Tetracycline	1
0.0015	0.85	0.317033398159661	Mecillinam	1
0.0975	0.85	0.344729912368142	Tetracycline	1
0.0013	0.85	0.317033398159661	Mecillinam	1
0.0562	0.85	0.36852550908247	Tetracycline	1
8e-04	0.85	0.345900187616387	Mecillinam	1
0	0.85	0.288946792201765	Tetracycline	1
0	0.85	0.337318169129253	Mecillinam	1
1	0.85	0.110786056833924	8−Hydroxyquinoline	1
0.25	0.85	0.214940553927789	8−Hydroxyquinoline	1
0.86	0.85	0.127950093808194	8−Hydroxyquinoline	1
0.215	0.85	0.228203673407907	8−Hydroxyquinoline	1
0.5	0.85	0.166959268749716	8−Hydroxyquinoline	1
0.125	0.85	0.3334172516351	8−Hydroxyquinoline	1
0.43	0.85	0.172420553241529	8−Hydroxyquinoline	1
0	0.85	0.375547160571944	8−Hydroxyquinoline	1
0.07	0	0.905255722938107	Thiolutin	2
0.15	0	0.711679027467065	Tobramycin	2
0.06	0	0.953868874968165	Thiolutin	2
0.13	0	0.751095096680626	Tobramycin	2
0.035	0	0.983649905040633	Thiolutin	2
0.075	0	0.822919933914225	Tobramycin	2
0.03	0	0.994160856830916	Thiolutin	2
0.065	0	0.859708265180215	Tobramycin	2
0.0175	0	1	Thiolutin	2
0.0375	0	0.942482010528692	Tobramycin	2
0.015	0	1	Thiolutin	2
0.0325	0	0.936788578308955	Tobramycin	2
0.0088	0	0.997226551103081	Thiolutin	2
0.0187	0	0.931971058738409	Tobramycin	2
0	0	0.965693695732233	Thiolutin	2
0	0	0.973576909574945	Tobramycin	2
2.5	0	0.82160606494044	CCCP	2
0.625	0	1	CCCP	2
2.15	0	0.990657206234155	CCCP	2
0.5375	0	1	CCCP	2
1.25	0	1	CCCP	2
0.3125	0	1	CCCP	2
1.075	0	1	CCCP	2
0	0	1	CCCP	2
0.45	0	0.0928467408141648	Tetracycline	2
0.006	0	0.723941804555729	Mecillinam	2
0.39	0	0.225547507166485	Tetracycline	2
0.005	0	0.747591446083865	Mecillinam	2
0.225	0	0.343357758482572	Tetracycline	2
0.003	0	0.870657173295093	Mecillinam	2
0.195	0	0.381897915046942	Tetracycline	2
0.0025	0	0.836496579976674	Mecillinam	2
0.1125	0	0.602189946318286	Tetracycline	2
0.0015	0	0.89605864012161	Mecillinam	2
0.0975	0	0.573284828895008	Tetracycline	2
0.0013	0	0.874598780216449	Mecillinam	2
0.0562	0	0.729635236775465	Tetracycline	2
8e-04	0	0.940292228905716	Mecillinam	2
0	0	0.983649905040633	Tetracycline	2
0	0	0.99021924990956	Mecillinam	2
1	0	0.768175393339835	8−Hydroxyquinoline	2
0.25	0	0.945985661125453	8−Hydroxyquinoline	2
0.86	0	0.805839637255015	8−Hydroxyquinoline	2
0.215	0	0.985839686663608	8−Hydroxyquinoline	2
0.5	0	0.929343320790838	8−Hydroxyquinoline	2
0.125	0	0.937664490958146	8−Hydroxyquinoline	2
0.43	0	0.938978359931931	8−Hydroxyquinoline	2
0	0	1	8−Hydroxyquinoline	2
0.07	0.136	0.962190045135472	Thiolutin	2
0.15	0.136	0.577664392140959	Tobramycin	2
0.06	0.136	0.927153539167863	Thiolutin	2
0.13	0.136	0.71211698379166	Tobramycin	2
0.035	0.136	1	Thiolutin	2
0.075	0.136	1	Tobramycin	2
0.03	0.136	1	Thiolutin	2
0.065	0.136	1	Tobramycin	2
0.0175	0.136	1	Thiolutin	2
0.0375	0.136	1	Tobramycin	2
0.015	0.136	1	Thiolutin	2
0.0325	0.136	1	Tobramycin	2
0.0088	0.136	1	Thiolutin	2
0.0187	0.136	1	Tobramycin	2
0	0.136	1	Thiolutin	2
0	0.136	1	Tobramycin	2
2.5	0.136	1	CCCP	2
0.625	0.136	1	CCCP	2
2.15	0.136	1	CCCP	2
0.5375	0.136	1	CCCP	2
1.25	0.136	1	CCCP	2
0.3125	0.136	1	CCCP	2
1.075	0.136	1	CCCP	2
0	0.136	1	CCCP	2
0.45	0.136	0	Tetracycline	2
0.006	0.136	0.818540370668274	Mecillinam	2
0.39	0.136	0.167299315995335	Tetracycline	2
0.005	0.136	0.994160856830916	Mecillinam	2
0.225	0.136	0.496642472090863	Tetracycline	2
0.003	0.136	1	Mecillinam	2
0.195	0.136	0.550511100016062	Tetracycline	2
0.0025	0.136	1	Mecillinam	2
0.1125	0.136	0.712992896440851	Tetracycline	2
0.0015	0.136	1	Mecillinam	2
0.0975	0.136	0.874598780216449	Tetracycline	2
0.0013	0.136	1	Mecillinam	2
0.0562	0.136	1	Tetracycline	2
8e-04	0.136	1	Mecillinam	2
0	0.136	1	Tetracycline	2
0	0.136	1	Mecillinam	2
1	0.136	1	8−Hydroxyquinoline	2
0.25	0.136	1	8−Hydroxyquinoline	2
0.86	0.136	1	8−Hydroxyquinoline	2
0.215	0.136	1	8−Hydroxyquinoline	2
0.5	0.136	1	8−Hydroxyquinoline	2
0.125	0.136	1	8−Hydroxyquinoline	2
0.43	0.136	1	8−Hydroxyquinoline	2
0	0.136	1	8−Hydroxyquinoline	2
0.07	0.255	1	Thiolutin	2
0.15	0.255	0.616642505029925	Tobramycin	2
0.06	0.255	1	Thiolutin	2
0.13	0.255	0.770803131287406	Tobramycin	2
0.035	0.255	1	Thiolutin	2
0.075	0.255	1	Tobramycin	2
0.03	0.255	1	Thiolutin	2
0.065	0.255	1	Tobramycin	2
0.0175	0.255	1	Thiolutin	2
0.0375	0.255	1	Tobramycin	2
0.015	0.255	1	Thiolutin	2
0.0325	0.255	1	Tobramycin	2
0.0088	0.255	1	Thiolutin	2
0.0187	0.255	1	Tobramycin	2
0	0.255	1	Thiolutin	2
0	0.255	1	Tobramycin	2
2.5	0.255	1	CCCP	2
0.625	0.255	1	CCCP	2
2.15	0.255	1	CCCP	2
0.5375	0.255	1	CCCP	2
1.25	0.255	1	CCCP	2
0.3125	0.255	1	CCCP	2
1.075	0.255	1	CCCP	2
0	0.255	1	CCCP	2
0.45	0.255	0	Tetracycline	2
0.006	0.255	0.701606032001377	Mecillinam	2
0.39	0.255	0.24394167279948	Tetracycline	2
0.005	0.255	1	Mecillinam	2
0.225	0.255	0.572846872570413	Tetracycline	2
0.003	0.255	1	Mecillinam	2
0.195	0.255	0.576350523167174	Tetracycline	2
0.0025	0.255	1	Mecillinam	2
0.1125	0.255	0.733138887372226	Tetracycline	2
0.0015	0.255	1	Mecillinam	2
0.0975	0.255	0.809343287851776	Tetracycline	2
0.0013	0.255	1	Mecillinam	2
0.0562	0.255	0.938978359931931	Tetracycline	2
8e-04	0.255	1	Mecillinam	2
0	0.255	1	Tetracycline	2
0	0.255	1	Mecillinam	2
1	0.255	0.78394182102526	8−Hydroxyquinoline	2
0.25	0.255	1	8−Hydroxyquinoline	2
0.86	0.255	0.839124317924244	8−Hydroxyquinoline	2
0.215	0.255	1	8−Hydroxyquinoline	2
0.5	0.255	1	8−Hydroxyquinoline	2
0.125	0.255	1	8−Hydroxyquinoline	2
0.43	0.255	0.875036736541044	8−Hydroxyquinoline	2
0	0.255	1	8−Hydroxyquinoline	2
0.07	0.374	0.732700931047631	Thiolutin	2
0.15	0.374	0.494452690467887	Tobramycin	2
0.06	0.374	0.806715549904206	Thiolutin	2
0.13	0.374	0.818102414343679	Tobramycin	2
0.035	0.374	1	Thiolutin	2
0.075	0.374	0.864525784750761	Tobramycin	2
0.03	0.374	1	Thiolutin	2
0.065	0.374	0.909635286184058	Tobramycin	2
0.0175	0.374	0.980146254443872	Thiolutin	2
0.0375	0.374	0.960000263512496	Tobramycin	2
0.015	0.374	1	Thiolutin	2
0.0325	0.374	0.919270325325151	Tobramycin	2
0.0088	0.374	0.872846954918068	Thiolutin	2
0.0187	0.374	0.928905364466243	Tobramycin	2
0	0.374	1	Thiolutin	2
0	0.374	0.939854272581121	Tobramycin	2
2.5	0.374	0.611387029134783	CCCP	2
0.625	0.374	0.851825051337503	CCCP	2
2.15	0.374	0.718248372335992	CCCP	2
0.5375	0.374	0.9148907620792	CCCP	2
1.25	0.374	0.829927235107747	CCCP	2
0.3125	0.374	0.987153555637394	CCCP	2
1.075	0.374	0.754160790952792	CCCP	2
0	0.374	0.836058623652078	CCCP	2
0.45	0.374	0	Tetracycline	2
0.006	0.374	0.54350379882254	Mecillinam	2
0.39	0.374	0.177810267785618	Tetracycline	2
0.005	0.374	0.91664258737758	Mecillinam	2
0.225	0.374	0.472116917913536	Tetracycline	2
0.003	0.374	0.970073258978184	Mecillinam	2
0.195	0.374	0.486569476625175	Tetracycline	2
0.0025	0.374	0.943357923177882	Mecillinam	2
0.1125	0.374	0.582919868036101	Tetracycline	2
0.0015	0.374	0.905693679262702	Mecillinam	2
0.0975	0.374	0.713868809090041	Tetracycline	2
0.0013	0.374	0.84394183749479	Mecillinam	2
0.0562	0.374	0.747591446083865	Tetracycline	2
8e-04	0.374	0.791825034867972	Mecillinam	2
0	0.374	0.864525784750761	Tetracycline	2
0	0.374	0.966569608381423	Mecillinam	2
1	0.374	0.665693613384578	8−Hydroxyquinoline	2
0.25	0.374	0.776496563507142	8−Hydroxyquinoline	2
0.86	0.374	0.624963675197232	8−Hydroxyquinoline	2
0.215	0.374	0.826423584510986	8−Hydroxyquinoline	2
0.5	0.374	0.771241087612001	8−Hydroxyquinoline	2
0.125	0.374	0.946861573774643	8−Hydroxyquinoline	2
0.43	0.374	0.746715533434675	8−Hydroxyquinoline	2
0	0.374	0.698978294053807	8−Hydroxyquinoline	2
0.07	0.493	0.559270226507964	Thiolutin	2
0.15	0.493	0.457664359201897	Tobramycin	2
0.06	0.493	0.645985578777798	Thiolutin	2
0.13	0.493	0.737518450618177	Tobramycin	2
0.035	0.493	0.725255673529514	Thiolutin	2
0.075	0.493	0.589489212905028	Tobramycin	2
0.03	0.493	0.642919884505632	Thiolutin	2
0.065	0.493	0.660000181164841	Tobramycin	2
0.0175	0.493	0.600438121019905	Thiolutin	2
0.0375	0.493	0.57854030479015	Tobramycin	2
0.015	0.493	0.726131586178704	Thiolutin	2
0.0325	0.493	0.589489212905028	Tobramycin	2
0.0088	0.493	0.595182645124764	Thiolutin	2
0.0187	0.493	0.59824833939693	Tobramycin	2
0	0.493	0.630657107416969	Thiolutin	2
0	0.493	0.620146155626686	Tobramycin	2
2.5	0.493	0.394160692135605	CCCP	2
0.625	0.493	0.660000181164841	CCCP	2
2.15	0.493	0.469489179965965	CCCP	2
0.5375	0.493	0.61708046135452	CCCP	2
1.25	0.493	0.522481895241975	CCCP	2
0.3125	0.493	0.698540337729212	CCCP	2
1.075	0.493	0.648175360400773	CCCP	2
0	0.493	0.599562208370715	CCCP	2
0.45	0.493	0	Tetracycline	2
0.006	0.493	0.450657058008375	Mecillinam	2
0.39	0.493	0.0573722785219603	Tetracycline	2
0.005	0.493	0.684087779017573	Mecillinam	2
0.225	0.493	0.363065793089352	Tetracycline	2
0.003	0.493	0.604379727941261	Mecillinam	2
0.195	0.493	0.302189863970631	Tetracycline	2
0.0025	0.493	0.524233720540355	Mecillinam	2
0.1125	0.493	0.455036621254327	Tetracycline	2
