OD	Drug	Concentration	Replicate	Strain	Time_h	OD_no1st	Concentration_f
0.155	Nx	0.5	1	blc	0.25	0	0.5
0.152	Nx	0.5	1	putP	0.25	0.001	0.5
0.154	Nx	0.5	2	blc	0.25	0.001	0.5
0.158	Nx	0.5	2	putP	0.25	0	0.5
0.155	Nx	0.5	1	eamA	0.25	0.001	0.5
0.163	Nx	0.5	1	BW_EC	0.25	0.004	0.5
0.156	Nx	0.5	2	eamA	0.25	0.004	0.5
0.153	Nx	0.5	2	BW_EC	0.25	0.005	0.5
0.148	Nx	0.5	1	yhbE	0.25	0.003	0.5
0.151	Nx	0.5	1	BW_SG	0.25	0.002	0.5
0.146	Nx	0.5	2	yhbE	0.25	0.001	0.5
0.151	Nx	0.5	2	BW_SG	0.25	0	0.5
0.171	Nx	0.5	1	ampD	0.25	0	0.5
0.176	Nx	0	1	nobug	0.25	0	0
0.184	Nx	0.5	2	ampD	0.25	0	0.5
0.182	Nx	0	1	nobug	0.25	0	0
0.175	Nx	0.5	1	lptD	0.25	0	0.5
0.23	Nx	0	1	nobug	0.25	0	0
0.184	Nx	0.5	2	lptD	0.25	0	0.5
0.165	Nx	0	1	nobug	0.25	0	0
0.221	Nx	0.5	1	nobug	0.25	0	0.5
0.208	Nx	0	1	nobug	0.25	0	0
0.203	Nx	0.5	1	nobug	0.25	0	0.5
0.155	Nx	0	1	nobug	0.25	0	0
0.187	Nx	0.5	1	nobug	0.25	0	0.5
0.204	Nx	0	1	nobug	0.25	0	0
0.199	Nx	0.5	1	nobug	0.25	0	0.5
0.193	Nx	0	1	nobug	0.25	0	0
0.202	Nx	0.5	1	nobug	0.25	0	0.5
0.568	Nx	0	1	nobug	0.25	0	0
0.179	Nx	0.5	1	nobug	0.25	0.001	0.5
1.156	Nx	0	1	nobug	0.25	0	0
0.176	Nx	0.5	1	nobug	0.25	0.004	0.5
1.342	Nx	0	1	nobug	0.25	0	0
0.171	Nx	0.5	1	nobug	0.25	0	0.5
1.493	Nx	0	1	nobug	0.25	0	0
0.174	Nx	0.25	1	zntA	0.25	0	0.25
0.161	Nx	0.25	1	yijE	0.25	0	0.25
0.165	Nx	0.25	2	zntA	0.25	0	0.25
0.164	Nx	0.25	2	yijE	0.25	0	0.25
0.163	Nx	0.25	1	ompF	0.25	0	0.25
0.162	Nx	0.25	1	copA	0.25	0	0.25
0.163	Nx	0.25	2	ompF	0.25	0	0.25
0.155	Nx	0.25	2	copA	0.25	0	0.25
0.157	Nx	0.25	1	cueO	0.25	0.001	0.25
0.156	Nx	0.25	1	nmpC	0.25	0	0.25
0.16	Nx	0.25	2	cueO	0.25	0	0.25
0.157	Nx	0.25	2	nmpC	0.25	0	0.25
0.151	Nx	0.25	1	blc	0.25	0	0.25
0.16	Nx	0.25	1	putP	0.25	0	0.25
0.149	Nx	0.25	2	blc	0.25	0	0.25
0.151	Nx	0.25	2	putP	0.25	0.001	0.25
0.151	Nx	0.25	1	eamA	0.25	0.001	0.25
0.152	Nx	0.25	1	BW_EC	0.25	0.002	0.25
0.152	Nx	0.25	2	eamA	0.25	0.004	0.25
0.156	Nx	0.25	2	BW_EC	0.25	0.004	0.25
0.151	Nx	0.25	1	yhbE	0.25	0.002	0.25
0.143	Nx	0.25	1	BW_SG	0.25	0	0.25
0.148	Nx	0.25	2	yhbE	0.25	0.001	0.25
0.15	Nx	0.25	2	BW_SG	0.25	0	0.25
0.167	Nx	0.25	1	ampD	0.25	0	0.25
0.179	Nx	0	1	nobug	0.25	0	0
0.181	Nx	0.25	2	ampD	0.25	0	0.25
0.205	Nx	0	1	nobug	0.25	0	0
0.187	Nx	0.25	1	lptD	0.25	0	0.25
0.215	Nx	0	1	nobug	0.25	0.003	0
0.18	Nx	0.25	2	lptD	0.25	0.003	0.25
0.167	Nx	0	1	nobug	0.25	0	0
0.228	Nx	0.25	1	nobug	0.25	0	0.25
0.16	Nx	0	1	nobug	0.25	0	0
0.206	Nx	0.25	1	nobug	0.25	0	0.25
0.162	Nx	0	1	nobug	0.25	0	0
0.189	Nx	0.25	1	nobug	0.25	0	0.25
0.152	Nx	0	1	nobug	0.25	0	0
0.197	Nx	0.25	1	nobug	0.25	0	0.25
0.204	Nx	0	1	nobug	0.25	0	0
0.19	Nx	0.25	1	nobug	0.25	0.002	0.25
0.225	Nx	0	1	nobug	0.25	0	0
0.188	Nx	0.25	1	nobug	0.25	0.001	0.25
0.446	Nx	0	1	nobug	0.25	0	0
0.174	Nx	0.25	1	nobug	0.25	0.001	0.25
0.174	Nx	0	1	nobug	0.25	0	0
1.833	Nx	0.25	1	nobug	0.25	0	0.25
0.817	Nx	0	1	nobug	0.25	0	0
0.154	Nx	0.125	1	zntA	0.25	0	0.125
0.165	Nx	0.125	1	yijE	0.25	0	0.125
0.169	Nx	0.125	2	zntA	0.25	0	0.125
0.159	Nx	0.125	2	yijE	0.25	0	0.125
0.169	Nx	0.125	1	ompF	0.25	0.002	0.125
0.162	Nx	0.125	1	copA	0.25	0.002	0.125
0.167	Nx	0.125	2	ompF	0.25	0.005	0.125
0.159	Nx	0.125	2	copA	0.25	0	0.125
0.169	Nx	0.125	1	cueO	0.25	0	0.125
0.158	Nx	0.125	1	nmpC	0.25	0	0.125
0.162	Nx	0.125	2	cueO	0.25	0	0.125
0.159	Nx	0.125	2	nmpC	0.25	0.001	0.125
0.161	Nx	0.125	1	blc	0.25	0	0.125
0.157	Nx	0.125	1	putP	0.25	0	0.125
0.155	Nx	0.125	2	blc	0.25	0	0.125
0.155	Nx	0.125	2	putP	0.25	0	0.125
0.153	Nx	0.125	1	eamA	0.25	0.003	0.125
0.153	Nx	0.125	1	BW_EC	0.25	0.004	0.125
0.149	Nx	0.125	2	eamA	0.25	0.005	0.125
0.152	Nx	0.125	2	BW_EC	0.25	0.002	0.125
0.142	Nx	0.125	1	yhbE	0.25	0.001	0.125
0.147	Nx	0.125	1	BW_SG	0.25	0.001	0.125
0.148	Nx	0.125	2	yhbE	0.25	0	0.125
0.146	Nx	0.125	2	BW_SG	0.25	0	0.125
0.163	Nx	0.125	1	ampD	0.25	0.001	0.125
0.197	Nx	0	1	nobug	0.25	0.001	0
0.176	Nx	0.125	2	ampD	0.25	0.004	0.125
0.182	Nx	0	1	nobug	0.25	0.003	0
0.182	Nx	0.125	1	lptD	0.25	0.003	0.125
0.171	Nx	0	1	nobug	0.25	0.004	0
0.183	Nx	0.125	2	lptD	0.25	0.005	0.125
0.191	Nx	0	1	nobug	0.25	0.001	0
0.205	Nx	0.125	1	nobug	0.25	0.001	0.125
0.156	Nx	0	1	nobug	0.25	0	0
0.204	Nx	0.125	1	nobug	0.25	0	0.125
0.163	Nx	0	1	nobug	0.25	0	0
0.182	Nx	0.125	1	nobug	0.25	0.002	0.125
0.152	Nx	0	1	nobug	0.25	0	0
0.191	Nx	0.125	1	nobug	0.25	0.001	0.125
0.193	Nx	0	1	nobug	0.25	0.001	0
0.195	Nx	0.125	1	nobug	0.25	0.00600000000000001	0.125
0.503	Nx	0	1	nobug	0.25	0	0
0.183	Nx	0.125	1	nobug	0.25	0.005	0.125
0.159	Nx	0	1	nobug	0.25	0	0
0.178	Nx	0.125	1	nobug	0.25	0.003	0.125
0.179	Nx	0	1	nobug	0.25	0	0
0.161	Nx	0.125	1	nobug	0.25	0.002	0.125
0.39	Nx	0	1	nobug	0.25	0	0
0.164	Nx	0	1	zntA	0.25	0.001	0
0.164	Nx	0	1	yijE	0.25	0.001	0
0.159	Nx	0	2	zntA	0.25	0.001	0
0.16	Nx	0	2	yijE	0.25	0	0
0.162	Nx	0	1	ompF	0.25	0	0
0.155	Nx	0	1	copA	0.25	0.001	0
0.161	Nx	0	2	ompF	0.25	0	0
0.158	Nx	0	2	copA	0.25	0	0
0.15	Nx	0	1	cueO	0.25	0	0
0.156	Nx	0	1	nmpC	0.25	0	0
0.157	Nx	0	2	cueO	0.25	0	0
0.156	Nx	0	2	nmpC	0.25	0.001	0
0.156	Nx	0	1	blc	0.25	0	0
0.156	Nx	0	1	putP	0.25	0	0
0.146	Nx	0	2	blc	0.25	0	0
0.151	Nx	0	2	putP	0.25	0	0
0.155	Nx	0	1	eamA	0.25	0.002	0
0.159	Nx	0	1	BW_EC	0.25	0.004	0
0.153	Nx	0	2	eamA	0.25	0.004	0
0.146	Nx	0	2	BW_EC	0.25	0.002	0
0.142	Nx	0	1	yhbE	0.25	0	0
0.148	Nx	0	1	BW_SG	0.25	0.002	0
0.146	Nx	0	2	yhbE	0.25	0.001	0
0.149	Nx	0	2	BW_SG	0.25	0	0
0.166	Nx	0	1	ampD	0.25	0	0
0.206	Nx	0	1	nobug	0.25	0	0
0.175	Nx	0	2	ampD	0.25	0.001	0
0.175	Nx	0	1	nobug	0.25	0.002	0
0.186	Nx	0	1	lptD	0.25	0	0
0.168	Nx	0	1	nobug	0.25	0.001	0
0.186	Nx	0	2	lptD	0.25	0.001	0
0.166	Nx	0	1	nobug	0.25	0.001	0
0.203	Nx	0	1	nobug	0.25	0	0
0.221	Nx	0	1	nobug	0.25	0	0
0.197	Nx	0	1	nobug	0.25	0.002	0
0.239	Nx	0	1	nobug	0.25	0	0
0.196	Nx	0	1	nobug	0.25	0.001	0
0.196	Nx	0	1	nobug	0.25	0	0
0.198	Nx	0	1	nobug	0.25	0	0
0.226	Nx	0	1	nobug	0.25	0.004	0
0.21	Nx	0	1	nobug	0.25	0.002	0
0.862	Nx	0	1	nobug	0.25	0	0
0.198	Nx	0	1	nobug	0.25	0	0
0.968	Nx	0	1	nobug	0.25	0	0
0.189	Nx	0	1	nobug	0.25	0.001	0
0.507	Nx	0	1	nobug	0.25	0	0
0.18	Nx	0	1	nobug	0.25	0	0
0.248	Nx	0	1	nobug	0.25	0	0
0.166	Nx	8	1	zntA	0.5	0	8
0.166	Nx	8	1	yijE	0.5	0	8
0.167	Nx	8	2	zntA	0.5	0	8
0.173	Nx	8	2	yijE	0.5	0	8
0.167	Nx	8	1	ompF	0.5	0	8
0.17	Nx	8	1	copA	0.5	0	8
0.165	Nx	8	2	ompF	0.5	0	8
0.163	Nx	8	2	copA	0.5	0	8
0.16	Nx	8	1	cueO	0.5	0	8
0.162	Nx	8	1	nmpC	0.5	0	8
0.166	Nx	8	2	cueO	0.5	0	8
0.161	Nx	8	2	nmpC	0.5	0	8
0.165	Nx	8	1	blc	0.5	0	8
0.157	Nx	8	1	putP	0.5	0	8
0.162	Nx	8	2	blc	0.5	0	8
0.16	Nx	8	2	putP	0.5	0	8
0.16	Nx	8	1	eamA	0.5	0	8
0.159	Nx	8	1	BW_EC	0.5	0	8
0.159	Nx	8	2	eamA	0.5	0	8
0.151	Nx	8	2	BW_EC	0.5	0	8
0.146	Nx	8	1	yhbE	0.5	0	8
0.152	Nx	8	1	BW_SG	0.5	0.001	8
0.154	Nx	8	2	yhbE	0.5	0	8
0.151	Nx	8	2	BW_SG	0.5	0	8
0.169	Nx	8	1	ampD	0.5	0	8
0.188	Nx	0	1	nobug	0.5	0.001	0
0.18	Nx	8	2	ampD	0.5	0	8
0.196	Nx	0	1	nobug	0.5	0	0
0.183	Nx	8	1	lptD	0.5	0	8
0.192	Nx	0	1	nobug	0.5	0.001	0
0.173	Nx	8	2	lptD	0.5	0	8
0.174	Nx	0	1	nobug	0.5	0	0
0.213	Nx	8	1	nobug	0.5	0	8
0.155	Nx	0	1	nobug	0.5	0	0
0.219	Nx	8	1	nobug	0.5	0.002	8
0.155	Nx	0	1	nobug	0.5	0	0
0.207	Nx	8	1	nobug	0.5	0	8
0.159	Nx	0	1	nobug	0.5	0	0
0.568	Nx	8	1	nobug	0.5	0	8
1.866	Nx	0	1	nobug	0.5	0	0
1.648	Nx	8	1	nobug	0.5	0	8
1.514	Nx	0	1	nobug	0.5	0	0
0.185	Nx	8	1	nobug	0.5	0.003	8
0.932	Nx	0	1	nobug	0.5	0	0
0.201	Nx	8	1	nobug	0.5	0	8
1.69	Nx	0	1	nobug	0.5	0	0
0.17	Nx	8	1	nobug	0.5	0	8
1.773	Nx	0	1	nobug	0.5	0	0
0.181	Nx	4	1	zntA	0.5	0	4
0.174	Nx	4	1	yijE	0.5	0	4
0.171	Nx	4	2	zntA	0.5	0	4
0.165	Nx	4	2	yijE	0.5	0	4
0.167	Nx	4	1	ompF	0.5	0	4
0.158	Nx	4	1	copA	0.5	0	4
0.16	Nx	4	2	ompF	0.5	0	4
0.165	Nx	4	2	copA	0.5	0	4
0.16	Nx	4	1	cueO	0.5	0	4
0.159	Nx	4	1	nmpC	0.5	0.001	4
0.164	Nx	4	2	cueO	0.5	0.002	4
0.162	Nx	4	2	nmpC	0.5	0	4
0.155	Nx	4	1	blc	0.5	0	4
0.158	Nx	4	1	putP	0.5	0	4
0.153	Nx	4	2	blc	0.5	0	4
0.163	Nx	4	2	putP	0.5	0	4
0.152	Nx	4	1	eamA	0.5	0	4
0.154	Nx	4	1	BW_EC	0.5	0	4
0.151	Nx	4	2	eamA	0.5	0.001	4
0.151	Nx	4	2	BW_EC	0.5	0.001	4
0.15	Nx	4	1	yhbE	0.5	0	4
0.15	Nx	4	1	BW_SG	0.5	0.001	4
0.146	Nx	4	2	yhbE	0.5	0.001	4
0.148	Nx	4	2	BW_SG	0.5	0	4
0.172	Nx	4	1	ampD	0.5	0	4
0.212	Nx	0	1	nobug	0.5	0	0
0.188	Nx	4	2	ampD	0.5	0	4
0.226	Nx	0	1	nobug	0.5	0	0
0.179	Nx	4	1	lptD	0.5	0	4
0.183	Nx	0	1	nobug	0.5	0	0
0.172	Nx	4	2	lptD	0.5	0	4
0.177	Nx	0	1	nobug	0.5	0	0
0.21	Nx	4	1	nobug	0.5	0.011	4
0.173	Nx	0	1	nobug	0.5	0.00199999999999997	0
0.226	Nx	4	1	nobug	0.5	0.02	4
0.16	Nx	0	1	nobug	0.5	0.004	0
0.188	Nx	4	1	nobug	0.5	0.003	4
0.17	Nx	0	1	nobug	0.5	0.003	0
0.185	Nx	4	1	nobug	0.5	0	4
1.031	Nx	0	1	nobug	0.5	0	0
0.19	Nx	4	1	nobug	0.5	0	4
1.697	Nx	0	1	nobug	0.5	0	0
1.348	Nx	4	1	nobug	0.5	0	4
1.317	Nx	0	1	nobug	0.5	0	0
0.17	Nx	4	1	nobug	0.5	0.002	4
1.244	Nx	0	1	nobug	0.5	0	0
0.162	Nx	4	1	nobug	0.5	0.003	4
1.388	Nx	0	1	nobug	0.5	0	0
0.166	Nx	2	1	zntA	0.5	0	2
0.166	Nx	2	1	yijE	0.5	0	2
0.171	Nx	2	2	zntA	0.5	0	2
0.161	Nx	2	2	yijE	0.5	0	2
0.163	Nx	2	1	ompF	0.5	0	2
0.165	Nx	2	1	copA	0.5	0	2
0.165	Nx	2	2	ompF	0.5	0	2
0.172	Nx	2	2	copA	0.5	0	2
0.163	Nx	2	1	cueO	0.5	0.005	2
0.161	Nx	2	1	nmpC	0.5	0.005	2
0.169	Nx	2	2	cueO	0.5	0.00600000000000001	2
0.167	Nx	2	2	nmpC	0.5	0.00700000000000001	2
0.162	Nx	2	1	blc	0.5	0.00700000000000001	2
0.162	Nx	2	1	putP	0.5	0.001	2
0.161	Nx	2	2	blc	0.5	0	2
0.16	Nx	2	2	putP	0.5	0	2
0.155	Nx	2	1	eamA	0.5	0	2
0.153	Nx	2	1	BW_EC	0.5	0	2
0.157	Nx	2	2	eamA	0.5	0	2
0.145	Nx	2	2	BW_EC	0.5	0	2
0.145	Nx	2	1	yhbE	0.5	0	2
0.149	Nx	2	1	BW_SG	0.5	0.002	2
0.15	Nx	2	2	yhbE	0.5	0.001	2
0.146	Nx	2	2	BW_SG	0.5	0	2
0.168	Nx	2	1	ampD	0.5	0	2
0.184	Nx	0	1	nobug	0.5	0	0
0.191	Nx	2	2	ampD	0.5	0	2
0.188	Nx	0	1	nobug	0.5	0	0
0.185	Nx	2	1	lptD	0.5	0	2
0.199	Nx	0	1	nobug	0.5	0	0
0.176	Nx	2	2	lptD	0.5	0	2
0.18	Nx	0	1	nobug	0.5	0	0
0.22	Nx	2	1	nobug	0.5	0.001	2
0.177	Nx	0	1	nobug	0.5	0.002	0
0.207	Nx	2	1	nobug	0.5	0.003	2
0.161	Nx	0	1	nobug	0.5	0.00600000000000001	0
0.194	Nx	2	1	nobug	0.5	0.005	2
0.152	Nx	0	1	nobug	0.5	0.003	0
0.194	Nx	2	1	nobug	0.5	0	2
0.162	Nx	0	1	nobug	0.5	0	0
0.2	Nx	2	1	nobug	0.5	0.001	2
1.384	Nx	0	1	nobug	0.5	0	0
0.172	Nx	2	1	nobug	0.5	0.000999999999999973	2
1.821	Nx	0	1	nobug	0.5	0	0
1.3	Nx	2	1	nobug	0.5	0	2
1.754	Nx	0	1	nobug	0.5	0	0
0.173	Nx	2	1	nobug	0.5	0.001	2
1.722	Nx	0	1	nobug	0.5	0	0
0.165	Nx	1	1	zntA	0.5	0	1
0.162	Nx	1	1	yijE	0.5	0	1
0.172	Nx	1	2	zntA	0.5	0	1
0.164	Nx	1	2	yijE	0.5	0	1
0.164	Nx	1	1	ompF	0.5	0	1
0.166	Nx	1	1	copA	0.5	0	1
0.166	Nx	1	2	ompF	0.5	0	1
0.167	Nx	1	2	copA	0.5	0	1
0.163	Nx	1	1	cueO	0.5	0.005	1
0.161	Nx	1	1	nmpC	0.5	0.004	1
0.161	Nx	1	2	cueO	0.5	0.005	1
0.165	Nx	1	2	nmpC	0.5	0.005	1
0.16	Nx	1	1	blc	0.5	0.005	1
0.155	Nx	1	1	putP	0.5	0.003	1
0.161	Nx	1	2	blc	0.5	0	1
0.157	Nx	1	2	putP	0.5	0	1
0.154	Nx	1	1	eamA	0.5	0	1
0.154	Nx	1	1	BW_EC	0.5	0.001	1
0.154	Nx	1	2	eamA	0.5	0.001	1
0.146	Nx	1	2	BW_EC	0.5	0.001	1
0.149	Nx	1	1	yhbE	0.5	0	1
0.148	Nx	1	1	BW_SG	0.5	0.002	1
0.149	Nx	1	2	yhbE	0.5	0.001	1
0.146	Nx	1	2	BW_SG	0.5	0.001	1
0.176	Nx	1	1	ampD	0.5	0	1
0.195	Nx	0	1	nobug	0.5	0	0
0.203	Nx	1	2	ampD	0.5	0	1
0.179	Nx	0	1	nobug	0.5	0	0
0.191	Nx	1	1	lptD	0.5	0	1
0.173	Nx	0	1	nobug	0.5	0	0
0.19	Nx	1	2	lptD	0.5	0	1
0.174	Nx	0	1	nobug	0.5	0	0
0.222	Nx	1	1	nobug	0.5	0	1
0.17	Nx	0	1	nobug	0.5	0.003	0
0.205	Nx	1	1	nobug	0.5	0.00299999999999997	1
0.232	Nx	0	1	nobug	0.5	0.00700000000000001	0
0.19	Nx	1	1	nobug	0.5	0.001	1
0.18	Nx	0	1	nobug	0.5	0.002	0
0.199	Nx	1	1	nobug	0.5	0.002	1
0.214	Nx	0	1	nobug	0.5	0	0
0.202	Nx	1	1	nobug	0.5	0.002	1
1.4	Nx	0	1	nobug	0.5	0	0
0.18	Nx	1	1	nobug	0.5	0.005	1
1.716	Nx	0	1	nobug	0.5	0	0
0.168	Nx	1	1	nobug	0.5	0.003	1
0.152	Nx	0	1	nobug	0.5	0	0
0.172	Nx	1	1	nobug	0.5	0.000999999999999973	1
0.141	Nx	0	1	nobug	0.5	0	0
0.156	Nx	0.5	1	zntA	0.5	0	0.5
0.168	Nx	0.5	1	yijE	0.5	0	0.5
0.171	Nx	0.5	2	zntA	0.5	0	0.5
0.161	Nx	0.5	2	yijE	0.5	0	0.5
0.162	Nx	0.5	1	ompF	0.5	0	0.5
0.161	Nx	0.5	1	copA	0.5	0	0.5
0.163	Nx	0.5	2	ompF	0.5	0	0.5
0.159	Nx	0.5	2	copA	0.5	0	0.5
0.162	Nx	0.5	1	cueO	0.5	0	0.5
0.158	Nx	0.5	1	nmpC	0.5	0	0.5
0.159	Nx	0.5	2	cueO	0.5	0	0.5
0.16	Nx	0.5	2	nmpC	0.5	0.001	0.5
0.156	Nx	0.5	1	blc	0.5	0	0.5
0.153	Nx	0.5	1	putP	0.5	0.002	0.5
0.155	Nx	0.5	2	blc	0.5	0.002	0.5
0.16	Nx	0.5	2	putP	0.5	0.002	0.5
0.159	Nx	0.5	1	eamA	0.5	0.005	0.5
0.163	Nx	0.5	1	BW_EC	0.5	0.004	0.5
0.157	Nx	0.5	2	eamA	0.5	0.005	0.5
0.153	Nx	0.5	2	BW_EC	0.5	0.005	0.5
0.148	Nx	0.5	1	yhbE	0.5	0.003	0.5
0.151	Nx	0.5	1	BW_SG	0.5	0.002	0.5
0.145	Nx	0.5	2	yhbE	0.5	0	0.5
0.151	Nx	0.5	2	BW_SG	0.5	0	0.5
0.171	Nx	0.5	1	ampD	0.5	0	0.5
0.176	Nx	0	1	nobug	0.5	0	0
0.186	Nx	0.5	2	ampD	0.5	0	0.5
0.182	Nx	0	1	nobug	0.5	0	0
0.176	Nx	0.5	1	lptD	0.5	0	0.5
0.231	Nx	0	1	nobug	0.5	0	0
0.183	Nx	0.5	2	lptD	0.5	0	0.5
0.165	Nx	0	1	nobug	0.5	0	0
0.22	Nx	0.5	1	nobug	0.5	0	0.5
0.209	Nx	0	1	nobug	0.5	0	0
0.204	Nx	0.5	1	nobug	0.5	0	0.5
0.155	Nx	0	1	nobug	0.5	0	0
0.187	Nx	0.5	1	nobug	0.5	0	0.5
0.206	Nx	0	1	nobug	0.5	0	0
0.198	Nx	0.5	1	nobug	0.5	0	0.5
0.194	Nx	0	1	nobug	0.5	0	0
0.206	Nx	0.5	1	nobug	0.5	0.001	0.5
0.558	Nx	0	1	nobug	0.5	0	0
0.178	Nx	0.5	1	nobug	0.5	0	0.5
1.139	Nx	0	1	nobug	0.5	0	0
0.174	Nx	0.5	1	nobug	0.5	0.002	0.5
1.324	Nx	0	1	nobug	0.5	0	0
0.174	Nx	0.5	1	nobug	0.5	0.001	0.5
1.47	Nx	0	1	nobug	0.5	0	0
0.173	Nx	0.25	1	zntA	0.5	0	0.25
0.162	Nx	0.25	1	yijE	0.5	0.001	0.25
0.167	Nx	0.25	2	zntA	0.5	0.002	0.25
0.164	Nx	0.25	2	yijE	0.5	0	0.25
0.162	Nx	0.25	1	ompF	0.5	0	0.25
0.162	Nx	0.25	1	copA	0.5	0	0.25
0.164	Nx	0.25	2	ompF	0.5	0	0.25
0.155	Nx	0.25	2	copA	0.5	0	0.25
0.158	Nx	0.25	1	cueO	0.5	0.002	0.25
0.156	Nx	0.25	1	nmpC	0.5	0	0.25
0.16	Nx	0.25	2	cueO	0.5	0	0.25
0.158	Nx	0.25	2	nmpC	0.5	0.001	0.25
0.153	Nx	0.25	1	blc	0.5	0.002	0.25
0.162	Nx	0.25	1	putP	0.5	0.002	0.25
0.15	Nx	0.25	2	blc	0.5	0.001	0.25
0.153	Nx	0.25	2	putP	0.5	0.003	0.25
0.153	Nx	0.25	1	eamA	0.5	0.003	0.25
0.155	Nx	0.25	1	BW_EC	0.5	0.005	0.25
0.153	Nx	0.25	2	eamA	0.5	0.005	0.25
0.158	Nx	0.25	2	BW_EC	0.5	0.00600000000000001	0.25
0.15	Nx	0.25	1	yhbE	0.5	0.001	0.25
0.145	Nx	0.25	1	BW_SG	0.5	0.002	0.25
0.148	Nx	0.25	2	yhbE	0.5	0.001	0.25
0.15	Nx	0.25	2	BW_SG	0.5	0	0.25
0.169	Nx	0.25	1	ampD	0.5	0.002	0.25
0.181	Nx	0	1	nobug	0.5	0	0
0.184	Nx	0.25	2	ampD	0.5	0.003	0.25
0.207	Nx	0	1	nobug	0.5	0.001	0
0.189	Nx	0.25	1	lptD	0.5	0.002	0.25
0.213	Nx	0	1	nobug	0.5	0.001	0
0.183	Nx	0.25	2	lptD	0.5	0.00600000000000001	0.25
0.167	Nx	0	1	nobug	0.5	0	0
0.225	Nx	0.25	1	nobug	0.5	0	0.25
0.16	Nx	0	1	nobug	0.5	0	0
0.205	Nx	0.25	1	nobug	0.5	0	0.25
0.162	Nx	0	1	nobug	0.5	0	0
0.188	Nx	0.25	1	nobug	0.5	0	0.25
0.151	Nx	0	1	nobug	0.5	0	0
0.195	Nx	0.25	1	nobug	0.5	0	0.25
0.202	Nx	0	1	nobug	0.5	0	0
0.188	Nx	0.25	1	nobug	0.5	0	0.25
0.221	Nx	0	1	nobug	0.5	0	0
0.191	Nx	0.25	1	nobug	0.5	0.004	0.25
0.434	Nx	0	1	nobug	0.5	0	0
0.175	Nx	0.25	1	nobug	0.5	0.002	0.25
0.169	Nx	0	1	nobug	0.5	0	0
1.802	Nx	0.25	1	nobug	0.5	0	0.25
0.801	Nx	0	1	nobug	0.5	0	0
0.154	Nx	0.125	1	zntA	0.5	0	0.125
0.166	Nx	0.125	1	yijE	0.5	0.001	0.125
0.173	Nx	0.125	2	zntA	0.5	0.00199999999999997	0.125
0.159	Nx	0.125	2	yijE	0.5	0	0.125
0.17	Nx	0.125	1	ompF	0.5	0.003	0.125
0.163	Nx	0.125	1	copA	0.5	0.003	0.125
0.17	Nx	0.125	2	ompF	0.5	0.00800000000000001	0.125
0.16	Nx	0.125	2	copA	0.5	0	0.125
0.17	Nx	0.125	1	cueO	0.5	0.001	0.125
0.158	Nx	0.125	1	nmpC	0.5	0	0.125
0.162	Nx	0.125	2	cueO	0.5	0	0.125
0.16	Nx	0.125	2	nmpC	0.5	0.002	0.125
0.162	Nx	0.125	1	blc	0.5	0.001	0.125
0.158	Nx	0.125	1	putP	0.5	0.001	0.125
0.156	Nx	0.125	2	blc	0.5	0.001	0.125
0.156	Nx	0.125	2	putP	0.5	0.001	0.125
0.153	Nx	0.125	1	eamA	0.5	0.003	0.125
0.153	Nx	0.125	1	BW_EC	0.5	0.004	0.125
0.15	Nx	0.125	2	eamA	0.5	0.00600000000000001	0.125
0.153	Nx	0.125	2	BW_EC	0.5	0.003	0.125
0.144	Nx	0.125	1	yhbE	0.5	0.003	0.125
0.148	Nx	0.125	1	BW_SG	0.5	0.002	0.125
0.148	Nx	0.125	2	yhbE	0.5	0	0.125
0.147	Nx	0.125	2	BW_SG	0.5	0.001	0.125
0.163	Nx	0.125	1	ampD	0.5	0.001	0.125
0.197	Nx	0	1	nobug	0.5	0.001	0
0.176	Nx	0.125	2	ampD	0.5	0.004	0.125
0.181	Nx	0	1	nobug	0.5	0.002	0
0.185	Nx	0.125	1	lptD	0.5	0.00600000000000001	0.125
0.169	Nx	0	1	nobug	0.5	0.002	0
0.184	Nx	0.125	2	lptD	0.5	0.00600000000000001	0.125
0.19	Nx	0	1	nobug	0.5	0	0
0.203	Nx	0.125	1	nobug	0.5	0	0.125
0.155	Nx	0	1	nobug	0.5	0	0
0.206	Nx	0.125	1	nobug	0.5	0.002	0.125
0.165	Nx	0	1	nobug	0.5	0.001	0
0.181	Nx	0.125	1	nobug	0.5	0.001	0.125
0.152	Nx	0	1	nobug	0.5	0	0
0.191	Nx	0.125	1	nobug	0.5	0.001	0.125
0.193	Nx	0	1	nobug	0.5	0.001	0
0.192	Nx	0.125	1	nobug	0.5	0.003	0.125
0.504	Nx	0	1	nobug	0.5	0	0
0.182	Nx	0.125	1	nobug	0.5	0.004	0.125
0.157	Nx	0	1	nobug	0.5	0	0
0.177	Nx	0.125	1	nobug	0.5	0.002	0.125
0.177	Nx	0	1	nobug	0.5	0	0
0.16	Nx	0.125	1	nobug	0.5	0.001	0.125
0.387	Nx	0	1	nobug	0.5	0	0
0.164	Nx	0	1	zntA	0.5	0.001	0
0.163	Nx	0	1	yijE	0.5	0	0
0.159	Nx	0	2	zntA	0.5	0.001	0
0.16	Nx	0	2	yijE	0.5	0	0
0.163	Nx	0	1	ompF	0.5	0	0
0.158	Nx	0	1	copA	0.5	0.004	0
0.165	Nx	0	2	ompF	0.5	0.004	0
0.158	Nx	0	2	copA	0.5	0	0
